customer_city,total_orders,on_time_count,on_time_pct,avg_review_score,review_count,lat,lng
bandeirantes,14,14,100.0,3.857142857142857,14,-22.637663207376445,-50.96309939547898
sao joao nepomuceno,14,13,92.86,3.642857142857143,14,-21.593797175166912,-43.06666232397227
almenara,14,14,100.0,4.214285714285714,14,-16.176287602159036,-40.69302960684199
sao jose de ribamar,13,10,76.92,3.6153846153846154,13,-2.551800328378483,-44.13306788302054
santana,13,12,92.31,3.923076923076923,13,-5.163034601784522,-48.351057912543205
niquelandia,13,13,100.0,4.076923076923077,13,-14.473356023812865,-48.45785073989413
cesario lange,13,13,100.0,4.153846153846154,13,-23.226418206532184,-47.954975318604525
pojuca,13,13,100.0,4.230769230769231,13,-12.425449890980156,-38.32736451308023
sao gabriel da palha,13,11,84.62,4.230769230769231,13,-19.017476968776066,-40.53702068656938
imbe,13,12,92.31,4.384615384615385,13,-29.951809288498133,-50.12022995366948
santa rosa de viterbo,13,13,100.0,4.230769230769231,13,-21.48348869998301,-47.36865063485143
matias barbosa,13,13,100.0,4.153846153846154,13,-21.869485342722417,-43.31977116023607
serrana,13,12,92.31,4.076923076923077,13,-21.20810212661793,-47.60158665380721
sao simao,13,13,100.0,4.769230769230769,13,-20.29059509291764,-48.9918409228849
eusebio,13,13,100.0,3.923076923076923,13,-3.8770254451437025,-38.45948398445631
novo gama,13,11,84.62,4.153846153846154,13,-16.061841689635166,-48.040852132268896
ibirama,13,13,100.0,4.769230769230769,13,-27.056473606858148,-49.5260506414369
barra de sao joao,13,12,92.31,3.25,12,-22.57646348285718,-41.988423039765735
forquilhinha,13,10,76.92,4.416666666666667,12,-28.753138688345132,-49.475392669899485
fraiburgo,13,12,92.31,4.461538461538462,13,-27.029807812153095,-50.92124249393447
porangatu,13,13,100.0,4.076923076923077,13,-13.438920474296195,-49.14655847853908
